,review
4820,"- After their sons are sentenced to life in prison, Adelle (Debbie Reynolds) and Helen (Shirley Winters) begin receiving threatening phone calls because someone fells their sons got off easy. The pair"
4821,"This is the first film of the Horrorfest I have watched and after Im almost thinking I don't need to see any of the others. I was told its a ""thinking mans horror movie"" and have to say that if this w"
4822,"Jennifer's Shadow is set in Argentina & starts as Jennifer Cassi (Gina Philips) arrives there after her sister Johanna dies. Jennifer is left Johanna's large house in her will, Jennifer decides to sel"
4823,"This film had no huge stars in it, but did have a very good cast filled with excellent supporting actors AND Gene Tierney before she became a big star. With George Sanders, Reginald Gardner, Harry Car"
4824,"Before all, I'd like to point out that I have not read the book, so there was no chance I'd be disappointed in that aspect. The major flaw I spotted was historical detail, with several cars, trains, c"
4825,"The first film had little ambition so nothing sticks to the screen. It was a bad version of 'Back to the Future' with zero charm. Once accepted that Bill & Ted are nitwits, the joke can only get hamme"
4826,"I felt like I was watching the Fast and the Furious again, but with different actors and a little bit different plot. I will say the cars in the film are very cool. So, if you like fast cars, then you"
4827,"I think the film is educational. However, it fails to treat the issue which sparked so much controversy: plural marriage. Also, the film fails to reveal what the LDS church espouses. Big opportunity w"
4828,This was shown on the biography channel and was about as informative as a children's comic! I gave it 2 out of 10 for it's attention to detail because for the most part it had a 70s feel to it and the
4829,"A Chinese scholar who criticizes harshly the arrogant nationalist, warmongering policies of the ruling clique around the emperor in pre-war Japan, is accused of being a 'communist' and jailed for life"
4830,"Lynch. The man has some really great stuff! He knows how to disturb us, then reward us by getting us think in different ways. This, however, is altogether different. Dumbland's reward is 1% absurd com"
4831,"Rather than move linearly from beginning to end, this story line of a gay couple impacted by AIDS ""orbits"" in time around their ""perfect day."" The film is organized as a life remembered in asynchronou"
4832,"I don't know what the rest of you guys watch Steven Seagal movies for, but I watch them because, as silly as they are, they're at least always good for a laugh. Why would you rate this movie a 1 out o"
4833,"By the late forties the era of the screwball comedy was over, as films were moving in a different direction, comedically and otherwise. With television looming on the horizon, Hollywood would soon be "
4834,"I just want to make one thing clear- I love Michael Vartan! But this film really lets him down. His acting is still superb, he's still as charming as ever, and he still looks great. But the film itsel"
4835,"The opening scene of this film sets the pace for the entirety of its ninety minutes. The shots are generic, conventional, and of television movie quality. The snow drenched scenery is gorgeous, yet th"
4836,"The Honey, I Shrunk the Kids franchise was a huge deal and not to mention very famous. I loved Honey, I shrunk the Kids when I was little. It was an original story and had such an exciting plot! The s"
4837,"""The Return of Chandu"" is notable, if one can say that, for the casting of Bela Lugosi as the hero rather than the villain. Why he even gets the girl.<br /><br /> The story as such, involves the Black"
4838,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter, and he arrives at the conclusion that a girl, strick"
4839,Ursula Andress' naked body is one of those things that make you believe in God. The other two women (especially the one who plays the maid) have great bodies as well. Then why is the higher grade that
4840,"Amongst the standard one liner type action films, where acting and logic are checked at the door, this movie is at the top of the class. If the person in charge of casting were to have put ""good"" acto"
4841,"This movie makes several mistakes. a few American actors in Spain , and the Spanish actors speaking English. the 'spaniards' English is OK, but the way the acting is performed it makes it all quite an"
4842,"For those of us that lived thru those weeks of filming in town and around the Valley - lest we not forget the tedious days of road closures and ""film-making"". As a reminder to those that live here - l"
4843,"Daddy's girls Florence Lawrence and Dorothy West receive some terrific news at the local post office, unaware they are being stalked by burglar Charles Inslee. Meanwhile, father David Miles receives a"
4844,"`Mad Dog' Earle is back, along with his sad-sack moll Marie, and that fickle clubfoot Velma. So are Babe and Red, Doc and Big Mac, and even the scenery-chewing mutt Pard. The only thing missing is a g"
4845,"Contrary to my principles, let me first come up with a conclusion, because I have just seen this piece of ""art"", and still am under strong impressions. The reader is asked to excuse my stronger vocabu"
4846,"Jeopardy has the feel of being a stock movie of sorts - one of the movies that the studios pumped out inbetween big budget/box office ones. It's a mere 70 minutes and doesn't feature many sets, and th"
4847,"It is a Frank Zappa axiom that ""music journalism is people who can't write interviewing people who can't talk for people who can't read."" If you ever needed proof that musicians can't talk, this is th"
4848,"We purchased this series on DVD because of all of the glowing reviews we had seen here. I gave it three stars because there can be little doubt that sometimes the acting, directing and writing are bri"
4849,this is a great movie. I love the series on tv and so I loved the movie. One of the best things in the movie is that Helga finally admits her deepest darkest secret to Arnold!!! that was great. i love
4850,"Although Kurt Russell was and is probably the closest person to look like Elvis in show-business, so many things were false in this film. First of all, the makers claimed Elvis opened his famous live "
4851,"If I could go back, even as an adult and relive the days of my Summer's spent at camp...I would be there so fast. The Camps I went to weren't even this great. They were in Texas where the mosquitoes a"
4852,"What? Is Jamie Foxx supposed to be funny?Does he really believe he is funny?Well, it's funny watching his confidence in being funny.The man has no identity whatsoever...I mean you can immediately see "
4853,"This whimsical film had the misfortune of being released at the same time of the highly popular ""Amelie"", both having the wonderful Audrey Tautou playing the central role. Laurent Firode, the talented"
4854,"I watched this as part of my course at Aberystwyth University and it baffles me how this does not have a distributor in the UK. Well actually, it doesn't, because this film is everything a Hollywood f"
4855,"I loved this show so much and I'm so incredibly sad its canceled i thought it came back too, but just two stupid weeks. Thats terrible. i hate how we never find out how everyone ends up. it sucks. Bri"
4856,Karl Jr and his dad are now running an army on a remote island. They capture a trio of guys who stumble upon the island. Whom after a while fight back. (well the survivors) This one has non-stop blood
4857,Really. Does any week go by that Oprah doesn't remind us that she was abused as child?<br /><br />She makes herself the focus of every interview.<br /><br />Oprah cannot resist commenting on the answe
4858,"Well, there is a plenty of ways how to spoil a political thriller. Usually they are derivative or too ambitious, often they feature a conspiracy that is totally paranoic and unbelievable. But City Hal"
4859,Omen IV: The Awakening starts at the 'St. Frances Orphanage' where husband & wife Karen (Faye Grant) & Gene York (Michael Woods) are given a baby girl by Sister Yvonne (Megan Leitch) who they have ado
4860,"I first saw the live musical at the Denver Center For The Performing Arts and it was absolutely mind-blowing, Stunning and had such fantastic continuity of plot and dialogue that I liked it much more "
4861,It's obvious that all of the good reviews posted for this movie so far are from insiders who were either involved with the film or who know somebody who knows somebody and have thus seen multiple cuts
4862,"Cuba Gooding Jr. is a secret service agent who blames himself over the assassination of the U.S. President, i'll point out straight away that this is not the type of role that this very talented actor"
4863,`The Matrix' was an exciting summer blockbuster that was visually fantastic but also curiously thought provoking in its `Twilight Zone'-ish manner. The general rule applies here- and this sequel doesn
4864,"On the surface, ""Show Me The Money"" should have at least finished a full season. You had the always entertaining William Shatner as your host, surrounded by a baker's dozen of beautiful leggy models c"
4865,"I went to see ""Evening"" because of the cast. I'd gone to see ""Norman's Room"" for that reason -- that movie offering Diane Keaton, Leonardo De Caprio and, also, Meryl Streep -- and had loved every minu"
4866,"This movie was hysterical. I haven't laughed this hard in a long time. I mean, it's not ""Good Will Hunting,"" but was it supposed to be? I actually went into the advanced screening expecting a lot less"
4867,"Home Alone 3 is one of my least favourite movies. It's the cream of the crop, or s*** if you tend to be more cynical, as it ranks up (or down) there with stuff like Battlefield Earth and Flinstones: V"
4868,Simon Pegg plays a rude crude and often out of control celebrity journalist who is brought from England to work for a big American magazine. Of course his winning ways create all sorts of complication
4869,"Not that ""a film by Ulli Lommel"" filled me with hope, but I must confess that ZODIAC KILLER managed to sink beneath my lowest expectations. There is a recent trend among young filmmakers of utilizing "
4870,"Another chapter in the ongoing question, whatever happened to Mel Brooks's sense of humor? It starts out nicely enough, with Mel as Trump-like mogul Goddard Bolt (""You can call me God""), who accepts a"
4871,There seem to have been any number of films like this released during the 70's. And the fact that I cannot recollect the title to a single one of them off-hand is a measure of their impact. These are 
4872,"===minor spoilers=== <br /><br />I am, like many others, a huge Jerry Bruckheimer fan. So when I saw all the beautiful posters hanging out front, and the trailer coming by before MI:2, expectations we"
4873,"I watched the Malayalam movie ""Boeing Boeing"" made in 1985 (which in turn is probably inspired by an English movie of same name) long back. The basic story of garam masala is the same - but it is told"
4874,"If you want to know what kind of music white people listened to in 1974, this is the movie for you. But you'll have to listen to a lot of flutes and violins, too (see my remarks on My Girl 1 for the r"
4875,"I must admit I am a big fan of South Park and was expecting Basketball to be funny but nowhere near as good as it turned out to be! I think this is what happens when you mix David Zucker, Matt Stone, "
4876,"What another reviewer called lack of character development, I call understatement. The movie didn't bash one over the head with overexplanation or unnecessary backstory. Yes, there were many untold st"
4877,"If you're as huge of a fan of an author as I am of Jim Thompson, it can be pretty dodgy when their works are converted to film. This is not the case with Scott Foley's rendition of AFTER DARK MY SWEET"
4878,"Mind, my friends and I saw the movie based off it's title alone. It's cute, though obvious in it's plot and direction-- you know where the movie is going within the first five minutes. My main content"
4879,"I read somewhere where this film was supposed to be a remake of the 1949 film noir, ""Criss Cross."" I found the latter to be disappointing but it was still better than this film. <br /><br />This movie"
4880,"The only words you need fear more than Joe Don Baker if your thinking of watching a film are Greydon Clark , and if they are both there , run for your life . However this is a very funny film because "
4881,"What can you say about the film White Fire. Amazing? Fantastic? Disturbing? Hilarious? These words are not big enough to describe the event which is White Fire. From wobbly, garbled beginning to profo"
4882,"Michael Williams, who works for BBC, finds a somehow impressive Italian picture which gets mixed in the material of his ongoing task titled DIABOLICAL ART: A DOCUMENTARY. But since his wife's mysterio"
4883,I have given this film an elevated rating of 2 stars as I personally appear in minutes 42 and 43 of the film....the road side bar scene in Russia. In this scene the director of the movie offered me th
4884,"In a penitentiary, four prisoners occupy a cell: Carrère (Gérald Laroche), who used his company to commit a fraud and was betrayed by his wife; the drag Lassalle (Philippe Laudenbach) and his protégée"
4885,"Dolph Lundgren stars as a former cop/boxer who searches Boston's kinky scene to find out who killed his brother,who was well thought of in the community, however along the way he learns how his brothe"
4886,I'll keep this fast and sweet. Five girls on their way home from a football game decide to take a 'short cut' that leads them down a deserted forest-ridden road. Of course nothing but good things happ
4887,"(Avast, slight spoilers ahead) I got this tape from my local library, which keeps a copy for obvious reasons.<br /><br />I once went to the town of Matewan, West Virginia, and in a little museum there"
4888,"I never like to comment on a good film but when it comes to a bad movie, I gotta come really hard on it. Talking about Vivah, this guy, Sooraj Badjatya, seems to have completely lost it. After success"
4889,Cliffhanger is what appears to be Slyvester Stallone's last action movie before he became such an underrated actor. It's about a mountain climber that must help his friend after being held hostage by 
4890,"First and foremost, I loved the novel by Ray Bradbury. It's the kind of horror that gets under your skin and sticks with you later. It was one of his best books, with, you know, Fahrenheit 451 and Dan"
4891,"An intriguing premise of hand-drawn fantasy come to life in a child's fever dreams. However, I imagine the average nonfictional child is far more adept at scaring themselves than Bernard Rose is at ri"
4892,"I like Brad Pitt enormously. He is an actor with brains and wit, not to mention face, pectorals and all the rest. Since I saw him in ""Thelma and Louise"" a thought has been bothering me, who does he re"
4893,"William Powell is a doctor dealing with a murder and an ex-wife in ""The Ex-Mrs. Bradford,"" also starring Jean Arthur, Eric Blore, and James Gleason. It seems that Powell had chemistry going with just "
4894,"Blade Runner (Deckard is a Replicant!), <br /><br />City of Lost Children (augmented senses or whatever used and abused and mostly, well, just giving us far less than what we might dream of), and<br /"
4895,"This is a so called 'feel-good' movies, however it made me sad in a way. Why? Because I had the talent, but my parents didn't let me study at the sports academy, as well the fact that at the age of 12"
4896,"If you are under the age of 6 or 7, then you're going to really enjoy this movie. My youngest daughter is glued to the TV when she watches it. As an adult, I can't stand it!! I'm all up for sequels..."
4897,"I am surprised at IMDb's low rating of this movie. With all due respect, its low rating is representative of the IQ level of those who rated it so poor. They would rather see a movie with cheap thrill"
4898,"There is not much more I can say about this movie than all of the commentaries on page one, except - as Jesse says - ""it's the berries"". All of page one's commentators wrote eloquently - as almost so "
4899,"The funky, yet strictly second-tier British glam-rock band Strange Fruit breaks up at the end of the wild'n'wacky excess-ridden 70's. The individual band members go their separate ways and uncomfortab"
4900,"A series of vignettes, most of them spoofing television of the 1970's, but also with some digs at the government and corporate America. One of the longest segments, ""The Dealers"" is not that funny to "
4901,"In Mexico City, the former CIA assassin and presently an alcoholic decadent man John Creasy (Denzel Washington) is hired by the industrialist Samuel Ramos (Marc Anthony), with the recommendation of hi"
4902,Scott Henderson (Alan Curtis) is unjustly accused of killing his unfaithful wife. The night she was murdered he was out with a mystery woman who refused to give him her name. After accused of the murd
4903,"Acclaimed director Mervyn LeRoy puts drama on film that competes with the best of soap operas. High drama is found in the loves and infidelities in New York's social set. Oh yes, don't forget jealousy"
4904,"That's right, you heard me. I am a huge fan of James Patterson. I own 10 of his books, and I have read the entire series about Lindsey Boxer. In my opinion, the screenwriter should be shot. <br /><br "
4905,I love the music of the Clash and I love the music of Joe Strummer and The Mescaleros. I went to this movie hoping to learn about the man behind most of that. But I came out of the theatre not knowing
4906,"I like movies about UFOs, which is why I recently decided to rewatch EYES BEHIND THE STARS after seeing it when I was a kid back in the late 1970s. And now I'm compelled to write a review about it bec"
4907,"I've read comments that you shouldn't watch this film if you're looking for stirring Shakespearian dialogue. This is true, unfortunately, because all the stirring dialogue, this wonderful play contain"
4908,"The second in the Vacation series is easily the least enjoyable one, as Clark Griswold wins a trip for the whole family to Europe.<br /><br />The tasteless, below the belt humor that worked so well th"
4909,"If there's one genre that I've never been a fan of, it's the biopic. Always misleading, filled with false information, over-dramatized scenes, and trickery all around, biopics are almost never done ri"
4910,"It isn't the worst film ever made, the actors aren't apalling and the script and director are not completely inept. <br /><br />It isn't the best film ever made, the actors aren't excellent and the sc"
4911,This is my third comment here attempting to connect two legendary movie comedy teams: Laurel & Hardy and Abbott & Costello. The connection here is the year 1940. That's the date that the former had th
4912,"For Muslim women in western Africa, married life at the hands of abusive husbands can be very hard . The community may not explicitly endorse such behaviour, but equally, they may not yet be ready to "
4913,"I desperately want to give this movie a 10...I really do. Some movies, especially horror movies are so budget that they are good. A wise-cracking ninja scarecrow who can implement corn cobs as lethal "
4914,"An archaeologist (Casper Van Dien) stumbles accidentally upon an ancient, 40 foot mummy, well preserved underground in the Nevada desert. They are determined to keep this a secret and call in a Jewish"
4915,"I saw this film in its entirety in the 1960s & 70s, yes it IS gruesome, and could be the progenitor of the ""Faces of Death"" series popular in the 80s & 90s. Considering the state of so-called ""driver "
4916,"When Paris is Burning came out, I totally dismissed it. I was not into the whole Madonna and vogueing phenomenon. I thought it was going to be campy and silly. How wrong I was about this movie. I watc"
4917,"Having just recently re-viewed ""Lipstick"" for the first time in a few decades, I backed it with ""Descent"" even though I have heard more negative comments than good from other film friends with tastes "
4918,"Cute idea... salesgirl Linda Smith (Yolande Donlan) inherits a teeny tiny little county of Lampidorra. That country, which wasn't even in North America, was made the 49th state... (of course, there we"
4919,"There aren't enough gay-themed movies and there aren't enough `coming out' movies. Every one is a welcome addition to the genre. Although the production values are high(the movie `looks' good, Matthia"
4920,"I watched Phat Beach on cable for a while and I sort of enjoyed it. The fat guy is the best character, as he seems to be a nice guy. The rest of the characters are just various stereotypes of young me"
4921,"May I start off by saying that Casey Affleck is a very talented actor and I respect his work very much. I wish he was in more movies that showcased his talent. With this said, Soul Survivors was a ver"
4922,"its too bad that no one knows anything about this movie, and it gets old telling people it's rap's version of spinal tap. and you know, im sorry i dont have any better comments, but damnit, go get the"
4923,"After the SuperFriends and Scooby Doo left the Saturday morning airwaves in the fall of 1986, I pretty much stopped watching Saturday morning cartoons at that point since those were the only two that "
4924,"My mother and I were on our way home from a trip up to the North East (mainly Massachusetts) when we decided to take a little detour a attend a film festival in Boston. Now, I don't know much about fi"
4925,"Just recently, I've been obsessing over and anticipating this movie so much that I almost had to see it. Well, having just seen it today, the 5.8 rating is completely understandable. I think that if y"
4926,This is the most depressing film I have ever seen. I first saw it as a child and even thinking about it now really upsets me. I know it was set in a time when life was hard and I know these people wer
4927,"Having only seen two of his pictures previously, I've come to terms with Altman. Before, though, I always labeled his style of film-making ""boring."" You just have to be in the right mind to appreciate"
4928,"While ""The Kiss of the Spider Woman"" cast Raul Julia as a political prisoner in an unidentified Latin American country, this time he works for a dictator in a fictional Latin American country. Specifi"
4929,"""Markham,"" says urbane gentleman crime-solver Philo Vance (William Powell) to the district attorney, ""I'm coming more and more to the belief that Archer Coe was killed in this room. That poker, this d"
4930,"Despite being a sequel to the more potent original, this is more of a comical remake of Friday THE 13TH concerning the further antics of psychopathic Angela, killing more nubile teens for their ""immor"
4931,"This was a strange kind of film about a low-lifes in New York City and centering around a main character (the title name, played by Brad Pitt) who thinks he''s a Ricky Nelson-type musician, except he "
4932,"The only reason I didn't score this a one is that Sibrel does show that he is adept at the technical aspects of making a film. It is a technically adept film.<br /><br />That having been said, this is"
4933,"Warning: Does contain spoilers.<br /><br />Open Your Eyes<br /><br />If you have not seen this film and plan on doing so, just stop reading here and take my word for it. You have to see this film. I h"
4934,"This movie was disaster at Box Office, and the reason behind that is innocence of the movie, sweetness of the story. Music was good, story is very simple and old, but presentation of such story is ver"
4935,"The person who wrote the review ""enough with the sweating and spitting already"" has no grasp of what cultural, literary, or psycho- critique is. He dismisses Zizek's interpretations because they don't"
4936,The producers of this film offer to pay funeral expenses for anyone who dies of fright while watching this movie. They should have offered intensive psychotherapy for anyone who really enjoyed this st
4937,"I read comments about this being the best Chinese movie ever. Perhaps if the only Chinese movies you've seen contained no dialogue, long drawn-out far-away stares and silences, and hack editing, then "
4938,"I couldn't wait to put this movie in my DVD player when I rented it. Then after I started it, I couldn't wait to get it OUT of my DVD player. Actually I watched all of the movie. My wife and I kept wa"
4939,I feel very sorry for people who go to movies with a pad and pencil to write down flaws and keep notes on how bad a movie is. I feel equally contempt for people who go to movies and CAN'T suspend real
4940,"There are plenty of comments already posted saying exactly how I felt about this film so Ill keep it short.<br /><br />""The Grinch"" I thought was marvellous - Jim Carrey is a truly talented, physical "
4941,"This UK psychological thriller is known in the United States as CLOSURE. Exploitation of X-Files' Gillian Anderson, who plays an attractive middle aged businesswoman of substance named Alice. She must"
4942,"Before I begin, you need to know that I am a huge fan of many of Sonny Chiba's films. His biographical series of the life of his master, Mas Oyama, were amazing and among the best martial arts films e"
4943,"I saw this movie in NEW York city. I was waiting for a bus the next morning, so it was 2 or 3 in the morning. It was raining, and did not want to wait at the PORT AUTHORTY. So I went across the street"
4944,"Retitled from its original Japanese name of LAPUTA (for being an offensive phrase, something which director Hayao Miyazaki was oblivious to at the time), CASTLE IN THE SKY is the master animator's thi"
4945,"As an avid fan of Cary Grant, I expected to watch this movie and howl with laughter, as AMC billed it as a comedy. I have never been more disappointed with a film! Cary's usual charm and effortless co"
4946,I have grown up pouring over the intertwined stories of the Wrinkle in Time Chronicles. My dream was that one day a screenwriter would come across their child sitting in a large sofa reading A Winkle 
4947,"Title: Robot Jox (1990) <br /><br />Director: Stuart Gordon <br /><br />Cast: Gary Graham, Anne Marie Johnson, Paul Koslo <br /><br />Review: Stuart Gordon who we usually associate with extremely gory"
4948,"Looking at some of the negative posts, you really have to wonder what some people do for fun....<br /><br />I was lucky enough to see the film during its all-too-brief theatrical run. The audience lau"
4949,Alone in the Dark is Uwe Boll's kick in the nuts to Hollywood after House of the Dead's punch in the face.<br /><br />If anything it proves just how much of a master manipulator Boll is. After forcing
4950,"I read Holes in 5th grade so when I heard they were doing a movie I was ecstatic! Of course, being my busy self, I didn't get chance to see the movie in theaters. Holes was at the drive-in just out of"
4951,"If you are the sort of person looking for a realistic film or one with a strong and believable plot, then this film is NOT for you. Nope--you'll hate it. However, for those who like sweet, slightly sc"
4952,"I had high hopes for it when I heard that it was being made back in 2001 because I read ""The Devil and Daniel Webster"" when I was a kid and I found it very interesting. They made some changes to the s"
4953,"I'm a HUGE fan of the twin sisters. Although this was one of their ""not soo good"" movies. I'm not saying it's bad, I can't say it's bad, but this whole popular and not popular thingy isn't good. Altho"
4954,"If this is your first time experiencing the wonders of cinema, if you've never seen a ""Moving Picture"" before, you'll think this movie is a child of the gods. BUT if you've seen a movie, a TV show, ev"
4955,"I suggested renting this movie to my friend and he obliged since he had already seen the film and he said it was okay. I thought the title was a bit campy since the version at our store was called ""Th"
4956,"I understand that Paramount wanted to film this with the Rodgers and Hart score, but couldn't work out the copyright problems, so Burke and Van Heusen who wrote the between them the most songs for Bin"
4957,"In an apparent attempt to avoid remaking the original movie an excellent cast that should have made this inherently funny, classic Neil Simon material better than the original failed on every level.<b"
4958,"'Major Payne' is a film about a major who makes life a living Hell for his small group of boys in the marines. This film does not really have a lot to offer, but it provides several hilarious moments "
4959,"Let me start by saying that I consider myself to be one of the more (most!)open-minded movie-viewers...Movies are my passion, and I am a big regular at my local cult-movie-rental-place...I also feel t"
4960,"Director Brian Yuzna has had an uneven career in the horror genre, creating masterpieces such as ""Return of the Living Dead 3"" or ""Bride of Re-Animator"", but at the same time he has done awful movies "
4961,"I enjoyed this film. But I was surprised to see people referring to it as a comedy. It was amusing at times, but really, it wasn't very funny at all. If I'd been expecting it to be a comedy, I might h"
4962,"It's a genuine shame that this spin-off TV series inspired by the superior made-for-TV pictures ""The Night Stalker"" and ""The Night Strangler"" only lasted a single season and twenty episodes, because a"
4963,Ingrid Bergman is a temporarily impoverished Polish countess in 1900s Paris who finds herself pursued by France's most popular general and a glamorous count -- and that's on top of being engaged to a 
4964,The Legend of Bloody Jack is set in the Alaskan wilderness & starts as a relative of some murderous deceased occultist Lumberjack reads incantations (The Evil Dead (1982) style) from an ancient spell 
4965,"The DVD version consists of 2 episodes, the parricide of Caesar being the juncture. In addition, the language was Spanish without subtitles. Hence, it's hard for me to review in depth this movie becau"
4966,"I anticipated the release of the film as much as any fan of the Broadway play. I waited and read reviews for months about the award winning performances. I mean with the star power of Eddie Murphy, Ja"
4967,It sounds a bit awkward to call a film about war and holocaust shocking since many of us will know only too well of the horrors that war and violence brings. By using the adjective 'shocking' I do not
4968,Six degrees had me hooked. I looked forward to it coming on and was totally disappointed when Men in Trees replaced it's time spot. I thought it was just on hiatus and would be back early in 2007. Wha
4969,"There are many good things about the new BSG: There's the multiple Cylon roles for Model 8 and 6, for example, which the two actresses played superbly. There's the old school feel of industrial design"
4970,for whoever play games video games here did anybody notice that the GTA:Vice City Mansion inside the game and some other things including weapons from the movie that are connected to this movie and th
4971,"I felt this movie started out well. The acting was spot on and I felt for all the characters situation, even though the true family unit was not completely revealed. We never got enough info on the fa"
4972,"ALIEN LOVE ( As this movie is known in Britain ) is a very strange movie . I don`t mean that it`s an esoteric art house movie in the style of Peter Greenaway or Derek Jarman , I mean it`s a TVM with s"
4973,"At a risk of sounding slightly sacrilegious, on first viewing I'm kind of inclined to put this right up on a par with 'Shaun of the Dead'. Now, given I view Simon Pegg as an unquestionable comedy geni"
4974,"It was all over with the slashers around 88 so it was time for the cheesy rip offs of those older movies. The Brain is well done, the script reminded me of Videodrome but then in a more cheesy way as "
4975,"The Last Station, director Michael Hoffman's melodrama about the last months in the life of Leo Tolstoy, begins with fog and sleep. Tolstoy (Christopher Plummer) lives with his family in a compound at"
4976,"It as absolutely incredible to me that anyone could make the comment that this film is not preachy. It is not only oppressively preachy, but absurd, stagebound, dramatically straight-jacketed, and pai"
4977,"Robert Altman's downbeat, new-fangled western from Edmund Naughton's book ""McCabe"" was overlooked at the time of its release but in the past years has garnered a sterling critical following. Aside fro"
4978,"This Wrestlemania just didn't do it for me. While some things, such as the battle royal and involvement of celebrities were a throwback to the good old days, so to speak, it seemed to be more of a hig"
4979,"Lindsay Anderson was very much a European film maker , whereas the likes of David Lean , Ridley Scott and Alan Parker make spectacular movies involving visuel scope Anderson`s movie are more about soc"
4980,"No doubt, when Madonna and Guy Ritchie married, it was because they both thought it would help their movie careers. If you've been through the ordeal of watching ""Swept Away,"" then you know at that le"
4981,"""A trio of treasure hunters is searching the West Indies for a hidden fortune. The lure of gold makes for a rise in tension as the men come closer to the treasure's location. The deep-sea divers hope "
4982,"OK. I think the TV show is kind of cute and it always has some kind of lesson involved. So, when my kids decided they wanted to see this movie, I decided to tag along. I wish I'd stayed home and watch"
4983,"In my humble opinion, this version of the great BDWY musical has only two things going for it - Tyne Daly and the fact that there is now a filmed version with the original script. (OK Vanessa Williams"
4984,"This movie surely has one of the strangest themes in history -- right up there with Ed Wood's impassioned defense of cross-dressing in ""Glen or Glenda?""<br /><br />The subject: playing bridge. The Par"
4985,"It's a really cheesy parody of Tomb Raider and some Indiana Jones, the humor's cheesy, and so is the acting. But after all it is a soft core movie, which is expected and doesn't matter because what yo"
4986,"I am a Catholic taught in parochial elementary schools by nuns, taught by Jesuit priests in high school & college. I am still a practicing Catholic but would not be considered a ""good Catholic"" in the"
4987,"Cage (1989) was another one of those low budget ""buddy"" action flicks that were produced during the 80's thanks in large part due to the films such as 48hrs. and Lethal Weapon. This one stars Reb Brow"
4988,There are some good things about the movie. The music and cinematography is great. Alex Wilson is hot and gives a great performance. Ryan Bauer is also hot. The production was very lucky to have caste
4989,I wouldn't be surprised if Soderbergh was pressured to avoid making pre- revolution Cuba as graphically corrupt as it was. Merely reciting a few statistics isn't going to make it with the younger crow
4990,WWE was in need of a saviour as Wrestlemania 14 rolled around. The departure of Bret Hart and subsequent evaporation of the Hart Foundation had left the Vile D-Generation X stable unchallenged in the 
4991,S.S. Van Dine must have been a shrewd businessman in dealing with Hollywood. Most of the film series' from the studio days were usually confined to one or two studios. But apparently Van Dine must hav
4992,"Antonioni, by making this film, had assumed the role of Papa Smurf to all the little long-haired, American, radical student-Smurfs. He had taken them under the guiding protection of his European commu"
4993,"I used to write comments at IMDb, but I don't do so anymore. It happens that IMDb has become massive, and consequently subjectiveness has ruined scores. What do I mean? That anyone that is not particu"
4994,"*SPOILER ALERT: I wish I could discuss this without revealing specific plot points, but I can't. Sorry.*<br /><br />I was looking for an IMDb review of the George C. Scott movie when I stumbled across"
4995,"I wasn't expecting much of this film- a fun little diversion. Wuthering Heights could be turned into a plausible modern story- nice and soapy, melodramatic and intriguing. But this film decided to thr"
4996,"A movie has rarely left me as cold as this one. There is not a bit of tension, not a second of fear, not a moment we jump, even a little bit. The girl is cute, yeah. That's it. Was that worth a movie "
4997,"Lynn Hollister, a small-town lawyer, travels to the nearby big city on business connected with the death of his friend Johnny. (Yes, Lynn is a man despite the feminine-sounding Christian name. Were th"
4998,Why did it sound like the husband kept calling her Appy ? It ruined a great episode and so I can only give it a 6. Proper grammar and pronunciation are essential to a film.<br /><br />It was very Hell
4999,"Shiri Appleby is the cutest little embodiment of evil turned good girl demon-kicking Buffy clone, Elle. But I'm getting ahead of myself, you see Lilith was the first woman made by god as a companion t"
5000,"Indian Directors have it tough, They have to compete with movies like ""Laggan"" where 11 henpecked,Castrated males defend their village and half of them are certifiable idiots. ""Devdas"", a hapless, fed"
5001,"This film is a very funny film. The violence is bad, the acting is...Well Dani, stick to singing or screaming or whatever the hell it is you usually do. The random chicks wearing hardly anything is ju"
5002,"A bit of Trivia b/c I can't figure out how to submit Trivia: In the backdrop of this performance, one of the images is<br /><br />George Serat's ""A Sunday Afternoon on the Island of La Grande Jatte"" p"
5003,11 Oscar nominations and zero win!!! Am yet to understand why - its not like the actors in the movie did any better thereafter that you can make it by giving them awards for trivial roles like it was 
5004,"Comedy Central has had success with original programming using professional comics. The Chapelle Show, Mind of Mencia, The Daily Show and the hugely popular Colbert Report all star professional comics"
5005,"""A Gentleman's Game"" uses the game of golf in a country club setting to illustrate an adolescent's discovery about honesty, prejudice, and other life lessons. Several times I thought I knew where this"
5006,"I can't help but laugh at the people who praise this show as heartwarming and tear-jerking. For one, it's entirely unrealistic that these people will have perfect lives after their new homes.<br /><br"
5007,Once big action star who fell off the face of the earth ends up in a small town with a problem with drug dealers and a dead body of a federal agent. Reuniting with some former co-stars to clean up the
5008,"I don't know why, but i thought i've seen this movie before. Maybe it was the name, maybe it was the way poster looked, i don't know. Anyway, it was quite promising in the beginning. And even througho"
5009,"The wife and I saw a preview of this movie while watching another DVD and thought ""Jon Heder, Diane Keaton, Jeff Daniels and Eli Wallach, it's gotta be better than summer reruns, so I ordered it from "
5010,"The name ""cult movie"" is often given to films which continue to be screened, or to sell in home movie format, more than a generation after they were first released. Superchick, which was first release"
